name,price,discount_rate,rating_average,review_count,quantity_sold,sales_status
Nước Tẩy Trang Làm Sạch Sâu & Kiểm Soát Bã Nhờn Cho Da Dầu Nhạy Cảm La Roche-Posay Micellar Water Ultra Oily Skin 400ml,510000,0,4.7,15,82,Slow
TENAMYD Kem chống nắng Vật Lý Doctor Mineral Face Care Sunscream SPF50+/PA++++ 50g nâng tone - dành cho da nhạy cảm - dễ kích ứng,559000,14,0.0,0,0,Slow
Mặt Nạ Dưỡng Da The Whoo Bichup Ultimate Recovery Youth Mask,179000,40,0.0,0,0,Slow
Mặt nạ mắt dưỡng ẩm sâu - giảm quầng thâm và nếp nhăn Farmstay - Farmstay collagen water full hydrogel eye patch,355000,0,0.0,0,0,Slow
Kem chống nắng nâng tông Skin Aqua Tone up Blue cho da vàng có khuyết điểm đỏ - dạng tinh chất Sunplay Skin Aqua Tone Up UV Essence Blue SPF 50+ PA++++ 50g,163000,17,0.0,0,17,Slow
Bông tẩy trang Araso 50M,8800,0,0.0,0,22,Slow
Kem chống nắng nâng tông da CNP Laboratory Tone-Up Protection Sun SPF42/PA+++ 50ml,481000,30,3.5,2,15,Slow
Tinh chất PDRN căng bóng sáng da hỗ trợ tái sinh CNP Derma Answer Active Boost Ampule,322500,25,0.0,0,3,Slow
Tinh chất Vitamin C mờ thâm nâng da tươi sáng CNP Derma Answer VitC Mela Spot Ampule,311250,25,0.0,0,0,Slow
[Mini 50ml] Nước tẩy trang Garnier Da Dầu Mụn - Da thường - da khô - da nhạy cảm,60000,0,1.0,1,10,Slow
COMBO 10 MẶT NẠ NÂNG CƠ - TRẺ HÓA DA BNBG EXOSOME SKINBOOSTER MASK 30MLX10,299000,29,5.0,2,20,Slow
Tế Bào Gốc SKIN BOOSTER SUPER SERUM (1 Bộ 4 Chai - Tặng 50g mặt nạ dẻo) - Serum Dưỡng Da Cao Cấp Hàn Quốc - Tái Tạo - Phục Hồi Da,198000,0,0.0,0,0,Slow
Kem nghệ Oirss hỗ trợ giảm mụn mờ thâm sẹo do mụn tuýp 20g,70000,23,5.0,1,5,Slow
Kem Vi Kim Sinh Học Puderma: Tái tạo da - phá Nám không xâm lấn - không xưng đỏ - hiệu quả sau 3 ngày.,798000,5,5.0,1,3,Slow
Tinh Chất Thay Da Sinh Học Tẩy Tế Bào Chết da Mặt So’Natural Red Peel Tingle Serum 35ml,600000,0,0.0,0,2,Slow
Tinh chất ngừa nám và làm trắng da TRANSINO,1190000,0,0.0,0,3,Slow
Tinh Chất Serum Ngừa Mụn Kyung Lab cho Acnes Centella Asiatica Ampoule 50ml,536000,0,0.0,0,0,Slow
Nước Tẩy Trang làm Sạch Sâu Garnier Micellar Cleansing Water,39000,0,5.0,2,13,Slow
Combo 3 Miếng Dán Hỗ Trợ Điều Trị Mụn Mayancare 12 Miếng (1.0cm),82000,22,1.0,1,13,Slow
Dung dịch dưỡng ẩm Hada Labo Acne Care Calming Lotion dành cho da dầu mụn - da nhạy cảm 170ml,224000,20,5.0,14,171,Slow
Gel chống nắng dưỡng da trắng mịn Sunplay Skin Aqua Silky White Gel Limited Edition SPF 50+ PA++++ (30g),92000,3,4.8,110,12807,Hot
Obagi Retinol 1.0 (28g),1134000,0,1.0,1,6,Slow
Kem dưỡng ẩm hồi phục da Dermalogica Skin Smoothing Cream,60000,0,0.0,0,0,Slow
Kem dưỡng ẩm kềm dầu thông thoáng da dermalogica Active Moist dạng gel 50ml,40000,0,0.0,0,0,Slow
Kem Ngừa Mụn Smas AcneFree Acne Treatment Cream 25g -Smas skincare for prevent acne mẫu mới,450000,0,5.0,2,18,Slow
Tẩy tế bào chết Gạo BENEW Brown Rice Peeling Gel 120ml,125000,0,0.0,0,4,Slow
Kem Chống Nắng Caryophy Smart Sunscreen SPF50+ PA +++ Tone Up 50ml,295000,0,4.8,6,23,Slow
Combo 10 Mặt Nạ Cấp Ẩm Cho Da BNBG Vita Cocktail AQUA Foil Mask 30mlx10,299000,32,0.0,0,5,Slow
Combo chống lão hóa trang điểm Phấn Nụ Hoàng Cung,350000,0,5.0,2,14,Slow
Tinh chất serum vitamin C Phấn Nụ Hoàng Cung,660000,0,0.0,0,1,Slow
Kem chống nắng nâng tone da Whoo Seol Radiant Tone Up Sunscreen 50ml,937500,29,5.0,1,6,Slow
Xịt Khoáng Giúp Làm Sạch Và Dịu Da La Roche-Posay Serozinc (150ml) - TẶNG MÓC KHÓA,350000,0,0.0,0,0,Slow
Kem Chống Nắng Không Màu Kiểm Soát Dầu La Roche-Posay Anthelios XL Dry Touch Gel-Cream SPF 50+ UVB & UVA (50ml) - TẶNG MÓC KHÓA,580000,0,0.0,0,1,Slow
Bông Tẩy Trang Mihoo 200 Miếng Bông Tròn,40000,0,4.7,19,61,Slow
Kem chống nắng Korea,560000,0,0.0,0,0,Slow
Dưỡng chất(Serum) dưỡng da giúp ngăn ngừa 10 dấu hiệu lão hóa & làm săn chắc làn da Vichy Liftactiv Supreme Serum 30ml,1745000,0,3.7,3,13,Slow
Bộ sản phẩm làm sạch và bảo vệ da dầu nhạy cảm La Roche-Posay Effaclar Gel,472000,0,0.0,0,12,Slow
Sữa Rửa Mặt Lô Hội Naive (130g),87900,0,4.5,8,77,Slow
Sữa rửa mặt dạng bùn Trà tràm – Naruko Tea Tree Purifying Clay Mask and Cleanser in 1 (120g),279000,0,4.7,205,812,Hot
Combo Ngăn Bụi Toàn Diện Gồm 2 Hộp Silcot Bông Trang Điểm (bông tẩy trang) Nhật Bản + 5 Gói Khẩu Trang Ngăn Khói Bụi Unicharm 3D Mask Super Fit,135000,0,0.0,0,2,Slow
Kem Dưỡng Làm Dịu Kích Ứng Và Phục Hồi Da La Roche-Posay Cicaplast Baume B5 (40ml),369000,0,4.7,41,145,Slow
Kem Dưỡng Ẩm Vitamin C 2% Oribe hỗ trợ trắng da - mờ nám 35g,309000,27,0.0,0,0,Slow
Milaganics [CHÍNH HÃNG] Combo 2 Cây Son Dưỡng Ẩm Nha Đam & Dừa 4.5g - Son Dưỡng Môi An Toàn Không Chì Dưỡng Ẩm Tối Ưu Cho Môi Nhạy Cảm,130000,0,0.0,0,2,Slow
Kem chống nắng Re:lab Sun Shield Cream 50g nâng tông cấp ẩm dưỡng trắng da SPF 50PA+++_chống nắng relab,280000,0,0.0,0,1,Slow
Tinh Chất Keo Ong Tái Tạo Phục Hồi Da CNP Laboratory Propolis Energy Ampule 15ml,457500,25,0.0,0,0,Slow
Bộ dưỡng ẩm - cải thiện độ đàn hồi da Whoo Gong Jin Hyang Firming 5pcs Set GWP,385000,44,0.0,0,0,Slow
 Kem dưỡng da HADA LABO 50g,227000,0,0.0,0,0,Slow
 Kem dưỡng ẩm làm dịu Beyond Angel Aqua Moisture Cream,225000,25,0.0,0,2,Slow
 Xịt khoáng tinh chất keo ong tái tạo da CNP Laboratory Propolis Energy Ampule Mist 50ml,195000,25,0.0,0,2,Slow
Sữa rửa mặt da dầu mụn không có xà phòng - loại bỏ tế bào chết SVR SEBIACLEAR GEL MOUSSANT 55ml/200/400ml,155000,0,0.0,0,0,Slow
COMBO 10 MẶT NẠ DƯỠNG TRẮNG BNBG GLUTATHIONE BRIGHTENING SKINBOOSTER MASK 30MLX10,250000,40,0.0,0,10,Slow
Dung dịch tẩy tế bào chết DrCeutics Basic BHA 2% In Alcohol  (100ml/200ml) - Hàng chính hãng,139000,22,5.0,1,0,Slow
Sữa Rửa Mặt Thu Nhỏ Lỗ Chân Lông 80G Rosette Face Wash Pasta Sea Clay Smooth,93800,30,5.0,1,1,Slow
Nước dưỡng da chiết xuất vitamin c s select 500ml/chai,99000,45,0.0,0,1,Slow
Mặt nạ massage mắt Kobayashi Cooling Eye Mask hương bạc hà dễ chịu - thư giãn đôi mắt Nhật Bản 5 miếng,235000,0,0.0,0,8,Slow
Mặt Nạ Phục Hồi Tế Bào Gốc SenaDemar Sodium DNA B5 Mask 25ml,17000,0,0.0,0,0,Slow
Sữa chống nắng dịu lành cho làn da nhạy cảm của bé CETAPHIL BABY SUN KIDS 150ML,659000,0,0.0,0,6,Slow
Kem dưỡng da Lancome Renergie Multi-Lift Ultra 15ml - Tách Set,425000,0,4.0,1,9,Slow
Lotion Dưỡng Trắng Cao Cấp - Cải Thiện Thâm Nám - Tàn Nhang Hada Labo Shirojyun Premium Whitening Lotion (170ml),275000,17,0.0,0,7,Slow
Kem Dưỡng Giảm Mụn La Roche-Posay Effaclar Duo+ 15ml,65000,0,0.0,0,15,Slow
Kem chống nắng dịu lành cho da nhạy cảm CETAPHIL SUN SPF50+ LIGHT GEL 50ML,499000,0,5.0,1,12,Slow
Combo Nước tẩy trang bí đao cocoon 500ml + Son dưỡng môi dầu dừa bến tre cocoon 5g,315400,5,0.0,0,2,Slow
Tinh chất serum căng bóng da KYUNG LAB HA Plus Hydra Ampoule [ HA + B5 ] 50ml,536000,0,0.0,0,2,Slow
KEM CHỐNG NẮNG LINDSAY,489000,0,5.0,1,17,Slow
Nước hoa hồng Cocoon - nước toner cấp ẩm và làm mềm da 140ml - LS024 - The Cocoon Original Vietnam,277500,0,0.0,0,0,Slow
[Bản mới] Kem dưỡng da mắt Pime Eye Cream hỗ trợ giảm thâm - bọng - mờ nếp nhăn - sụp mí - ngừa lão hóa 20ml,874200,7,4.5,2,4,Slow
Kem Chống Nắng Nâng Tone Dưỡng Ẩm Và Làm Sáng Da Hatomugi SPF50+ PA++++ 70g,179000,0,5.0,4,19,Slow
SỮA RỬA MẶT DÀNH CHO NAM LIKESHI CLEANSING FOAM 120G (ngăn ngừa mụn - sạch dầu nhờn - thải độc da),145000,0,4.8,8,22,Slow
Bộ sản phẩm Kem chống nắng dạng sữa dưỡng da kiềm dầu bảo vệ hoàn hảo (Anessa Gold Milk 60ml + Gold Milk 20ml x2),1150000,0,5.0,1,1,Slow
Bộ đôi làm sạch sâu cho da Sắc Ngọc Khang: Nước tẩy trang 145ml + Sữa rửa mặt 100g,162000,50,5.0,2,8,Slow
Kem chống nắng dạng kem nền che phủ hoàn hảo và bảo vệ da 2 trong 1 Tegoder BB cream SPF30 50 ml mã 4244,795000,0,0.0,0,0,Slow
Nước dưỡng Tảo Biển làm mềm mịn & sáng da Zakka Naturals Sea Kelp Daily Essence 150ml,243000,10,5.0,10,41,Slow
Kem chống lão hóa Vichy Liftactiv Collagen Specialist 15ml,145000,0,4.5,18,211,Slow
Kem Chống Nắng có màu LANCOME Uvex 2019 Bb2 Spf50 Pa4 30Ml Fg,1680000,0,0.0,0,1,Slow
KEM NGỪA MỤN - TRẮNG DA - NGỪA VẾT THÂM-25gram,165000,0,0.0,0,0,Slow
Mặt Nạ Cám Gạo Dạng Thoa Keana Rice Pack Làm Sáng Mịn Da (170g) - NHẬP KHẨU NHẬT BẢN,294000,30,4.8,6,24,Slow
Nước Hoa Hồng Klairs Supple Preparation Facial Toner 180ml - Tím - không hương,229000,0,4.5,2,41,Slow
Kem dưỡng ban đêm Sắc Ngọc Khang dưỡng sáng và mờ thâm nám 10g,135000,48,4.5,94,502,Hot
Xịt khoáng Phấn Nụ Hoàng Cung,209000,0,0.0,0,13,Slow
Naruko Ý Dĩ Nhân Đỏ - Hộp 10 Miếng Mặt Nạ Se Khít Lỗ Chân Lông RJT Pore Minimizing And Brightening Mask (25ml / Miếng),369000,0,4.8,32,192,Slow
Combo 10 Mặt Nạ Dermal Tinh Chất Collagen Với Chiết Xuất Trà Xanh,115000,21,5.0,22,157,Slow
Nước Hoa Hồng Dear Klairs Supple Preparation Unscented Toner 30ml,59000,0,0.0,0,0,Slow
Mặt nạ giấy dưỡng da Foodaholic Essential Mask (10 miếng) - Hàng chính hãng,129000,19,0.0,0,0,Slow
sữa rửa mặt Magnetic[+] Afterglow hút sạch bằng nam châm - nhân đôi độ rạng rỡ 92% của Dermalogica,2002000,0,0.0,0,0,Slow
Gel lô hội Dambi 98% làm dịu da sau khi đi nắng - chính hãng Hàn Quốc 300ml(Aloe Gel),120000,0,0.0,0,2,Slow
Kem chống nắng nâng tông body Skin Aqua dưỡng thể sáng mịn Sunplay Skin Aqua UV Body Tone up Lavender Lotion SPF 50+ PA++++ 130g,208000,20,0.0,0,5,Slow
Kem dưỡng da ban ngày Olay Total Effects 7 in One Day Cream SPF 15 (50g) - Hàng chính hãng,289000,22,0.0,0,11,Slow
Tinh chất dưỡng trắng Olay Luminous Super Serum Niacinamide + AHA (30ml) - Hàng chính hãng,419000,24,5.0,1,3,Slow
Tinh chất dưỡng ẩm Beyond Angel Aqua Water Essence in Lotion 200ml,304000,30,0.0,0,0,Slow
Tinh chất Retinol săn chắc đàn hồi nâng da CNP Derma Answer Tension Angle Fit Ampule,307500,25,0.0,0,0,Slow
Lotion HADA LABO Advanced Nourish Dưỡng Ẩm Sáng Khỏe 170ml - Khô & Thường 0134799,214500,0,0.0,0,2,Slow
Nước Tẩy Trang Bioderma Sensibio dành cho mọi loại da và da nhạy cảm 250ml,445000,0,0.0,0,2,Slow
Mặt nạ ngủ làm dịu và chăm sóc da nhạy cảm belif Clear Soothing Mask 75ml,610000,27,0.0,0,0,Slow
Serum Dưỡng Trắng Da - Cấp Ẩm Đa Tầng Angel's Liquid Glutathione 700mg + 5% HA 7Day Whitening Program 30ml,389000,37,0.0,0,14,Slow
Thạch hoa hồng dưỡng ẩm Cocoon 100ml,319500,15,0.0,0,7,Slow
Sữa rửa mặt dạng gel rửa mặt hoa hồng Cocoon 140ml,162500,15,5.0,2,15,Slow
Mặt Nạ Bột Dẻo TBM Hàn Quốc Chính Hãng - Chiết 50g - 100g (Bạc Hà - Than - Collagen - Vitamin C),49000,0,5.0,1,13,Slow
Nước Hoa Hồng Đậu Đỏ Việt Nam Cỏ Cây Hoa Lá - Toner Cho Mẹ Bầu Cấp Ẩm - Dưỡng Sáng và Làm Mềm Da 150gr,290000,0,0.0,0,0,Slow
Sữa rửa mặt cao cấp trắng da sạch sâu - BENEW WHITE PURIFYING GLUTATHIONE 150ml,145000,0,0.0,0,0,Slow
Sữa Rửa Mặt Tạo Bọt Ngăn Ngừa Mụn NoTS 28REMEDY ACNE PORE FOAM CLEANSER ,380000,0,0.0,0,0,Slow
Tinh Chất Pure Beau Essence Chiết Xuất Collagen - Vitamin C - Placenta 25ml,109000,0,0.0,0,0,Slow
N15 - Serum tinh chất bí đao Cocoon 70ml 15% niacinamide sach mụn Thuần Chay,470250,5,5.0,1,2,Slow
Kem Dưỡng Trắng - Chống Nắng - Nâng Tone - chống lão hóa - BENEW COLLAGEN WHITENING TONE UP CREAM N.K HÀN QUỐC,279000,0,5.0,1,5,Slow
Set mini Serum dưỡng da Lancome Advanced Geifique 10ml + Kem Mắt 5ml,525000,0,5.0,1,6,Slow
Sữa Rửa Mặt Dịu Nhẹ Cho Da Khô CeraVe SA Smoothing Cleanser 236ml,525000,0,0.0,0,3,Slow
Serum Chống Nắng & Dưỡng Thể Toàn Thân NIVEA SUN Spf50 Pa+++ Dưỡng Ẩm Vượt Trội (180 Ml) - 86090,198000,0,0.0,0,0,Slow
Serum C GoodnDoc Dưỡng Trắng Sáng Da -Hỗ Trợ Giảm Thâm Nám - Chống Lão Hóa Vitamin C 16.5 Daily Whitening - GoodnDoc Vitamin C 30ml,490000,0,5.0,11,34,Slow
Bông Tẩy Trang Ipek 150 Miếng (Thổ Nhĩ Kỳ),35000,0,5.0,9,31,Slow
[Quà tặng] Sữa rửa mặt diệt khuẩn cho da nhờn mụn Floslek Anti Acne Bacterial Face Cleansing Gel 200ml + Tặng bọt biển,380000,0,0.0,0,6,Slow
Serum Tinh Chất Chấm Mụn Lành Tính Nhanh Xẹp Mụn Chống Thâm Và Sẹo Rỗ DewyTree The Clean Lab AC DEW Calamine Blemish Spot 20ml,297500,15,4.8,180,742,Hot
Kem chống nắng dưỡng trắng và bảo vệ da Queenie trải nghiệm  Base 20ml - Mỹ Phẩm Hàn Quốc HSD 23/05/2026,50000,0,5.0,1,4,Slow
Combo Nước Hoa Hồng và Tinh Chất Dưỡng Da Rau Má Skin1004 Madagascar Centella Toning Toner and Ampoule 100ml,695000,0,5.0,4,12,Slow
Một túi bông tẩy trang 180 miếng 3 lớp Miniso only the purest ,39500,0,5.0,3,21,Slow
[KHUYẾN MÃI] Bột Mặt Nạ Dẻo Cool Kiềm Dầu Bạc Hà Làm Dịu ADEL Hàn Quốc 1kg,669000,0,4.8,4,16,Slow
Mặt Nạ Cám Gạo Dạng Đắp Keana Rice Mask Dưỡng Ẩm và Làm Sáng Da  (10 Miếng) - NHẬP KHẨU NHẬT BẢN,250000,0,5.0,13,113,Slow
Kem Chống Nắng CELLIO Green Tea Whitening Suncreen KOREA,109000,0,4.6,18,114,Slow
La Roche-Posay Kem Dưỡng Làm Dịu Và Bảo Vệ Da Quá Nhạy Cảm Toleriane Skincare Cream 40ml,545000,0,0.0,0,0,Slow
TOTAL CLEANSING FOAM - SỮA RỬA MẶT TẠO BỌT KIỂM SOÁT DẦU,350000,0,4.8,10,54,Slow
Bộ Sản Phẩm Chăm Sóc Da Mụn La Roche Posay,780000,0,0.0,0,6,Slow
Tinh Dầu Ngăn Ngừa Và  Làm Giảm Mụn Viêm - Sưng Tấy Naruko Trà Tràm Tea Tree Purifying Essential Oil (10ml),329000,0,4.5,8,63,Slow
Nước Làm Sạch Da - Tẩy Trang Và Loại Bỏ Dầu SVR Sebiaclear Eau Micellaire Chai 400ml - SEM,450000,0,4.8,5,18,Slow
Kem dưỡng ẩm MULTIVITAMIN POWER RECOVERY CREAM phục hồi da giàu dưỡng chất phù hợp với tất cả loại da - da lão hoá,374000,0,0.0,0,0,Slow
Nước tẩy trang Oribe làm sạch sâu dịu nhẹ không cay mắt cho mọi làn da 300ml,201000,32,0.0,0,2,Slow
Kem dưỡng siêu phục hồi Lassie’el Hàn Quốc 10ml - Chiết xuất thiên nhiên - dưỡng ẩm - ngăn ngừa lão hóa,220000,0,0.0,0,0,Slow
Kem dưỡng trắng da ban đêm Olay Luminous Light Perfecting Night Cream (50g) - Hàng chính hãng,219000,19,0.0,0,4,Slow
Sữa rửa mặt tái sinh da OHUI The First Geniture Foam Cleanser SET,1350000,25,0.0,0,0,Slow
Tinh chất làm dịu da nhanh chóng & hỗ trợ tẩy tế bào chết nhẹ nhàng CNP Derma Answer SOS Soothing Tonic Ampule (IP-BHA),307500,25,0.0,0,0,Slow
Khăn Khô Lau Mặt Cao Cấp PUFFME - 220 Miếng/Bao,120000,0,0.0,0,3,Slow
Sữa chống nắng SUNPLAY skin aqua tone up SPF50+ PA++++ 50g,181800,10,0.0,0,1,Slow
Bộ 3 Sản Phẩm Dưỡng Da Skin1004 Madagascar Centella bao gồm  Sữa rửa mặt 125ml + Toner 210ml + Serum 55ml,785000,0,0.0,0,0,Slow
Sữa rửa mặt Hàn Quốc làm sạch sâu - chống lão hóa BENEW Collagen 100ml - Hàng chính hãng,85000,0,0.0,0,2,Slow
Combo 05 miếng mặt nạ chăm sóc chuyên biệt X2 dưỡng chất Beyond Intensive Ampoule Mask,198000,28,0.0,0,1,Slow
Sample Tinh chất Bioverse hỗ trợ giảm mụn B351 Acne Clear up Serum 5ml,55000,0,0.0,0,0,Slow
Kem chống nắng dạng gel dưỡng sáng nâng tông & hiệu chỉnh sắc da Anessa Brightening UV Sunscreen Gel SPF50+ PA++++ 90g,85000,0,4.0,4,25,Slow
Tẩy da chết mặt dạng kì Compliment No Problem Peeling Roll sạch sâu ngừa mụn 80ml,95000,0,0.0,0,1,Slow
Tẩy tế bào chết hóa học giúp giảm sự xuất hiện nếp nhăn - đều màu da - thu nhỏ lỗ chân lông Dermalogica Liquid Peelfoliant 59ml,2570000,0,0.0,0,0,Slow
Upsize 75ml Set Kem Chống Nắng Chống Nhăn Whoo Gongjinhyang Anti - Wrinkle UV Protective Cream Special,962500,23,0.0,0,0,Slow
Kem dưỡng ẩm cho da khô - da nhạy cảm Stanhome FLuid Duo 250ml/tuýp,563060,6,0.0,0,2,Slow
Combo 2 Kem Dưỡng Trắng Da Tế Bào Gốc Hàn Quốc Cấp Ẩm Xóa Nhăn Phục Hồi Trẻ Hoá Da Và Chống Lão Hoá Cellkey-Scien White Cream (60g),1666000,15,5.0,2,3,Slow
Thạch bí đao Cocoon 100ml giảm dầu và mụn thuần chay,365750,5,4.5,2,14,Slow
Serum OPtimus Thanh Mộc Hương dưỡng da căng sáng mịn màng ngăn ngừa mụn thâm 30ml,270000,0,0.0,0,2,Slow
Sữa rửa mặt dạng gel Dermalogica Special Cleansing Gel 50ml - 250ml - 500ml dành cho mọi loại da,420000,0,0.0,0,0,Slow
Kem chống nắng vật lý dành cho mọi loại da Dermalogica Physical Invisible Defense SPF30 50ml,1680000,0,0.0,0,0,Slow
Nước Tẩy Trang làm Sạch Sâu Garnier Micellar Cleansing Water,65000,0,0.0,0,0,Slow
Kem Ngừa Mụn Thâm Sẹo VK II ( 10g/20g ),180000,0,5.0,1,4,Slow
Kem sữa rửa mặt GAMA 100g,65000,0,0.0,0,10,Slow
Kem chống nắng vật lý Kamel  sun creen SPF 50 PA+++ 50g,530000,0,5.0,1,11,Slow
[ Tặng chai 150ml ] Xịt khoáng cấp ẩm da Dr HER Paris_400ML,255000,0,5.0,3,13,Slow
Combo Làm sạch và Dưỡng ẩm cho da nhạy cảm Sữa rửa mặt Cetaphil Gentle Skin Cleanser 250ml + Kem dưỡng ẩm Cetaphil Moisturizing Cream 50g,532000,0,5.0,6,28,Slow
Kem dưỡng trắng da Placenta White Label Premium 60g,380000,0,0.0,0,0,Slow
KEM NGỪA NÁM - TÀN NHANG - ĐỒI MỒI -COLLAGEN 20G - MỘC,300000,0,4.5,8,41,Slow
KEM NGỪA MỤN THÂM - MỜ SẸO - COLLAGEN /20G - MỘC,270000,0,4.8,19,94,Slow
SERUM NGỪA MỤN THÂM - MỜ SẸO 25ML - MOC,270000,0,4.6,28,117,Slow
Kem FEIYA Ngọc Trai 50g - Làm Trắng - Giảm Thâm Nám - Cải Thiện Da Tối Màu - Chống Lão Hóa,930000,19,4.8,18,72,Slow
Kem Chống Nắng Vichy Ngừa Sạm Da - Giảm Thâm Nám (Màu Da) 50ml Capital Soleil Anti-Dark Spot 3-in-1 Tinted Daily Care SPF 50 UVA + UVB,356000,5,3.4,11,28,Slow
Sửa rửa mặt trắng da,120000,0,0.0,0,3,Slow
Kem Chống Nắng Dành Cho Da Nhạy Cảm Anthelios Ultra Fluid SPF50+ La Roche Posay 50ml,580000,0,0.0,0,1,Slow
Kem chống nắng giảm bóng nhờn La Roche Posay Anthelios XL Dry Touch 50ml,580000,0,0.0,0,1,Slow
Xịt chống nắng Parasola Essence in UV Cut Spray Nhật Bản 90g + Móc khóa,495000,0,0.0,0,6,Slow
Sữa rửa mặt Nhật Bản ngăn ngừa lão hóa Naris Cosmetic Uruoi Collagen Moisturizing Creamy Foam 100g – Hàng chính hãng,455000,0,5.0,1,5,Slow
Sữa rửa mặt Dabo Collagen Natural Rich Foam Cleanser (180ml),155000,0,0.0,0,1,Slow
